story_id,publication_date,headline,outlet_id,original,local,critical_info_need
5806,2016-08-28,TAAF Region 7,199,TRUE,FALSE,None
5807,2016-09-26,DCHHS reports positive,200,FALSE,FALSE,Health
5808,2016-09-26,Denton County sheriff,200,FALSE,FALSE,Emergencies/risks
5809,2016-09-26,Spraying to begin,200,FALSE,FALSE,Emergencies/risks
5810,2016-09-26,City discusses 2017,200,FALSE,FALSE,Environment/planning
5811,2016-09-26,Children’s Lighthouse Learning,200,FALSE,FALSE,Economic development
5812,2016-09-26,Red Cross launches,200,FALSE,FALSE,Civic information
5813,2016-09-26,Deputy mayor pro,200,FALSE,FALSE,Political life
5814,2016-09-26,Frisco Dentistry for,200,FALSE,FALSE,Economic development
5815,2016-09-20,Balloon festival organizers,200,FALSE,FALSE,Civic information
5816,2016-09-20,Plano PD searching,200,FALSE,FALSE,Emergencies/risks
5817,2016-09-20,Crews to set,200,FALSE,FALSE,Transportation systems
5818,2016-09-20,Community invited to,200,TRUE,FALSE,Civic information
5819,2016-09-20,Local resident encouraging,200,FALSE,TRUE,Civic information
5820,2016-07-27,Symphony to feature,200,TRUE,TRUE,Civic information
5821,2016-07-27,Truck crash causes,200,TRUE,TRUE,Emergencies/risks
5822,2016-07-27,Wolves open serve,200,FALSE,FALSE,None
5823,2016-07-27,Profile: Rowlett Wellness,200,FALSE,FALSE,Health
5824,2016-07-27,Registration open for,200,FALSE,FALSE,Civic information
5825,2016-07-27,Hebron's dominant play,200,FALSE,FALSE,None
5826,2016-07-27,Sprained but not,200,FALSE,FALSE,None
5827,2016-08-02,Tornado-affected Rowlett,200,FALSE,FALSE,Emergencies/risks
5828,2016-08-02,700 volunteers commemorate,200,FALSE,FALSE,Civic information
5829,2016-08-02,Indoor football: Texas,200,FALSE,FALSE,Civic information
5830,2016-08-02,Frisco to commemorate,200,FALSE,FALSE,Civic information
5831,2016-08-02,Valley Ranch Elementary,200,FALSE,FALSE,Education
5832,2016-08-02,Resident threatens recall,200,FALSE,FALSE,Political life
5833,2016-08-02,Bayside Land Partners,200,FALSE,FALSE,Economic development
5834,2016-08-02,Frisco’s Reedy High,200,FALSE,FALSE,Civic information
5835,2016-09-09,DCHHS confirms positve,200,FALSE,FALSE,Emergencies/risks
5836,2016-09-09,DCTA announces 2016,200,FALSE,FALSE,Transportation systems
5837,2016-09-09,District play resumes:,200,FALSE,FALSE,None
5838,2016-08-06,Flower Mound Fire,200,TRUE,TRUE,Civic information
5839,2016-08-06,Health officials encourage,200,TRUE,TRUE,Health
5840,2016-08-06,Council approves Old,200,FALSE,FALSE,Transportation systems
5841,2016-08-06,Dodies to host,200,FALSE,FALSE,None
5842,2016-08-06,Allen library to,200,FALSE,FALSE,Civic information
5843,2016-08-06,Arochi sentencing update,200,FALSE,FALSE,Emergencies/risks
5844,2016-08-06,11-6A Volleyball: Jaguars,200,FALSE,FALSE,None
5845,2016-08-28,Marlins swim team,200,FALSE,FALSE,None
5846,2016-08-28,Plano rugby star,200,FALSE,FALSE,None
5847,2016-08-28,Flower Mound pushing,200,TRUE,TRUE,Civic information
5848,2016-08-28,Rowlet Animal Shelter,200,FALSE,FALSE,Civic information
5849,2016-08-28,Murder suspect released,200,TRUE,TRUE,Emergencies/risks
5850,2016-08-28,WWII veteran to,200,FALSE,FALSE,Civic information
5851,2016-08-28,CISD Bond Oversight,200,FALSE,FALSE,Political life
5852,2016-08-28,Showcasing their Skills,200,FALSE,FALSE,None
5860,2016-09-26,Chef’d CEO: Meal,202,TRUE,FALSE,Economic development
5861,2016-09-26,Case Study: Swedish,202,TRUE,FALSE,Economic development
5862,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5863,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5864,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5865,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5866,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5867,2016-09-26,Street Fight Daily,202,FALSE,FALSE,Economic development
5870,2016-08-02,Openings and New,202,TRUE,FALSE,Economic development
5871,2016-08-02,Raise Report: SessionM,202,TRUE,FALSE,Economic development
5872,2016-08-02,LBMA Podcast: Uber,202,TRUE,FALSE,Economic development
5873,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5874,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5875,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5876,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5877,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5878,2016-08-02,Street Fight Daily:,202,FALSE,FALSE,Economic development
5879,2016-09-09,5 Ways That,202,TRUE,FALSE,Economic development
5880,2016-09-09,How Apple’s iOS,202,TRUE,FALSE,Economic development
5881,2016-08-06,State of Hyperlocal:,202,TRUE,FALSE,Economic development
5882,2016-08-06,Is Apple’s Encroachment,202,TRUE,FALSE,Economic development
5883,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5884,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5885,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5886,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5887,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5888,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5889,2016-08-06,Street Fight Daily:,202,FALSE,FALSE,Economic development
5890,2016-08-28,7 Call Analytics,202,TRUE,FALSE,Economic development
5891,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5892,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5893,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5894,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5895,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5896,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5897,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5898,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5899,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5900,2016-08-28,Street Fight Daily:,202,TRUE,FALSE,Economic development
5906,2016-08-06,Why So Fast?,203,TRUE,TRUE,Education
5908,2016-09-26,Kesha discontinues Dr.,204,TRUE,FALSE,None
5909,2016-09-26,Ellie Kemper is a,204,TRUE,FALSE,None
5910,2016-09-26,6 scary books,204,FALSE,FALSE,None
5911,2016-09-26,UPDATE: The Latest,204,TRUE,FALSE,Health
5912,2016-09-26,Going for Gold,204,TRUE,FALSE,None
5913,2016-09-26,The Latest on,204,TRUE,FALSE,Health
5916,2016-08-02,Texas mattress store,204,FALSE,FALSE,Economic development
5917,2016-08-02,WATCH: Captain ‘Sully’,204,TRUE,FALSE,None
5918,2016-08-02,Your cable box,204,FALSE,FALSE,Political life
5919,2016-08-02,For the first,204,FALSE,FALSE,Emergencies/risks
5920,2016-08-02,Meryl Streep teams,204,TRUE,FALSE,None
5921,2016-08-02,Poll: Party lines,204,FALSE,FALSE,Political life
5922,2016-08-02,"Clinton, as polls",204,FALSE,FALSE,Political life
5923,2016-08-02,North Korea conducts,204,FALSE,FALSE,Emergencies/risks
5924,2016-08-02,"Now adults, children",204,FALSE,FALSE,Civic information
5925,2016-08-02,NFL’s Sept. 11,204,FALSE,FALSE,None
5926,2016-08-02,Pacquiao made retirement,204,FALSE,FALSE,Political life
5927,2016-08-02,Serena stunned by,204,FALSE,FALSE,None
5928,2016-09-09,Blunt embraces dark,204,FALSE,FALSE,None
5929,2016-09-09,9 creepy new,204,FALSE,FALSE,None
5930,2016-09-09,Leah Remini working,204,TRUE,FALSE,None
5931,2016-09-09,Ariana Grande launching,204,TRUE,FALSE,None
5932,NA,"After split, London’s",204,FALSE,FALSE,None
5933,2016-09-09,Queen Latifah adapting,204,TRUE,FALSE,None
5934,2016-09-09,U.S. portrays NY,204,FALSE,FALSE,Emergencies/risks
5935,2016-09-09,Protest erupts after,204,FALSE,FALSE,Political life
5936,2016-09-09,Mylan CEO to,204,FALSE,FALSE,Political life
5937,2016-09-09,Clinton calls national,204,FALSE,FALSE,Political life
5938,2016-09-09,10 FOR TODAY,204,TRUE,FALSE,None
5939,2016-09-09,Wearable activity trackers,204,FALSE,FALSE,Health
5940,2016-09-09,ESPN to honor,204,FALSE,FALSE,None
5941,2016-09-09,49ers’ Kaepernick claims,204,FALSE,FALSE,Civic information
5942,2016-09-09,PGA Tour boss,204,FALSE,FALSE,None
5943,2016-09-09,World Cup: Canada,204,FALSE,FALSE,None
5944,2016-09-09,Wednesday’s Sports Minute,204,FALSE,FALSE,None
5945,2016-08-06,Lady Gaga plans,204,FALSE,FALSE,None
5946,2016-08-06,Taraji P. Henson,204,FALSE,FALSE,None
5947,2016-08-06,Justin Bieber hopes,204,TRUE,FALSE,None
5948,2016-08-06,Drake reclaims top,204,TRUE,FALSE,None
5949,2016-08-06,Snapchat debuts recording,204,FALSE,FALSE,Economic development
5950,2016-08-06,‘Queen of Katwe’,204,FALSE,FALSE,None
5951,NA,Man reportedly confessed,204,FALSE,FALSE,Emergencies/risks
5952,2016-08-06,Trump? Clinton? Most,204,FALSE,FALSE,Political life
5953,2016-08-06,Troubled lawyer shoots,204,FALSE,FALSE,Emergencies/risks
5954,2016-08-06,Clinton and Trump,204,FALSE,FALSE,Political life
5955,2016-08-06,Supreme Court has,204,FALSE,FALSE,Civic information
5956,2016-08-06,Goodbye to homework,204,FALSE,FALSE,Education
5957,2016-08-06,Amazon wants to,204,TRUE,FALSE,Economic development
5958,2016-08-06,AP Poll: Top,204,TRUE,FALSE,None
5959,2016-08-06,Golfing great Arnold,204,FALSE,FALSE,None
5960,2016-08-06,Rory McIlroy wins,204,FALSE,FALSE,None
5961,2016-08-06,Monday’s Sports Minute,204,TRUE,FALSE,None
5962,2016-08-28,TODAY’S MUST SEE,204,FALSE,FALSE,None
5963,2016-08-28,Ice Bucket Challenge,204,FALSE,FALSE,Health
5964,2016-08-28,Obama to pitch,204,FALSE,FALSE,Political life
5965,2016-08-28,Trump edges ahead,204,FALSE,FALSE,Political life
5966,2016-08-28,U.S. to expand,204,FALSE,FALSE,Emergencies/risks
5967,2016-08-28,Make Hillary Likable,204,FALSE,FALSE,Political life
5968,NA,Blood Drive,204,TRUE,TRUE,Civic information
5969,2016-08-28,‘Carpool Karaoke’ getting,204,TRUE,FALSE,None
5970,2016-08-28,Tom Hiddleston has,204,TRUE,FALSE,None
5971,2016-08-28,U.S. opens door,204,FALSE,FALSE,Health
5972,2016-08-28,Cavs fans can,204,FALSE,FALSE,None
5973,2016-08-28,Carroll staying in,204,FALSE,FALSE,None
5974,2016-08-28,Wednesday’s Sports Minute,204,FALSE,FALSE,None
5975,2016-08-28,Powerball jackpot grows,204,FALSE,FALSE,None
5976,2016-08-28,Poll: Most Brazilians,204,FALSE,FALSE,None
5989,2016-08-06,Passenger killed in,206,TRUE,FALSE,Emergencies/risks
5994,2016-08-02,Hotels aren’t the,207,TRUE,TRUE,Civic information
5995,2016-08-02,Stadium expansion increases,207,TRUE,FALSE,Civic information
5996,2016-08-02,Ole Miss offensive,207,TRUE,FALSE,Civic information
5997,2016-08-02,Student population increase,207,TRUE,TRUE,Economic development
5998,2016-08-02,What to expect,207,TRUE,FALSE,Civic information
5999,2016-08-02,From the sports,207,TRUE,FALSE,Civic information
6000,2016-08-02,Four downs – Ole,207,TRUE,FALSE,Civic information
6001,2016-08-02,Word on the,207,TRUE,TRUE,Civic information
6002,2016-08-02,Are you ready,207,TRUE,FALSE,Civic information
6003,2016-08-02,Recent changes have,207,TRUE,FALSE,Civic information
6004,2016-08-02,Ole Miss has,207,TRUE,FALSE,Civic information
6005,2016-08-02,Presidential Debate,207,TRUE,FALSE,Political life
6006,2016-09-09,Ole Miss should,207,TRUE,FALSE,Education
6007,2016-09-09,Isaac Gross provides,207,TRUE,FALSE,Civic information
6008,2016-09-09,More than an,207,TRUE,FALSE,Education
6009,2016-09-09,Last diversity chancellor,207,TRUE,FALSE,Education
6010,2016-09-09,Liberals denied the,207,TRUE,FALSE,Political life
6011,2016-09-09,Bursar no longer,207,TRUE,FALSE,Education
6012,2016-09-09,Active Minds recruits,207,TRUE,FALSE,Civic information
6013,2016-09-09,Mac Miller’s “The,207,TRUE,FALSE,Civic information
6014,2016-08-06,Students protest in,207,TRUE,FALSE,Education
6015,2016-08-06,Ole Miss soccer,207,TRUE,FALSE,Civic information
6016,2016-08-06,University Counseling Center,207,TRUE,FALSE,Health
6017,2016-08-06,University offers new,207,TRUE,FALSE,Education
6018,2016-08-06,Crime Blotter: Sept.,207,TRUE,TRUE,Emergencies/risks
6019,2016-08-06,People should not,207,TRUE,TRUE,Health
6020,2016-08-06,Victory over Georgia,207,TRUE,FALSE,Civic information
6029,2016-09-26,PREP YEAR IN,209,TRUE,FALSE,None
6031,2016-07-27,PREP FOOTBALL: Tigers,209,TRUE,TRUE,None
6032,2016-07-27,COLLEGE VOLLEYBALL: Cougars’,209,TRUE,FALSE,None
6033,2016-07-27,PREP VOLLEYBALL: Mount,209,TRUE,FALSE,None
6034,2016-07-27,Cardinals lose lead,209,FALSE,FALSE,None
6035,2016-07-27,Late-winter deer,209,TRUE,TRUE,Environment/planning
6036,2016-07-27,HICKEN ON OUTDOOR:,209,TRUE,TRUE,None
6037,2016-07-27,ST. ANTHONY TOURNEY:,209,TRUE,FALSE,None
6038,2016-07-27,SOCCER: Unbeaten CM,209,TRUE,FALSE,Civic information
6039,2016-08-02,Judge orders mental,209,TRUE,FALSE,Emergencies/risks
6040,2016-08-02,THURSDAY’S PREP GIRLS,209,TRUE,TRUE,None
6041,2016-09-09,TUESDAY’S PREP ROUNDUP,209,TRUE,TRUE,None
6042,2016-09-09,Wainwright drives in,209,FALSE,FALSE,None
6043,2016-09-09,PREP SWIMMING: EHS,209,TRUE,FALSE,None
6044,2016-08-06,PREP FOOTBALL: Explorers,209,TRUE,TRUE,None
6045,2016-08-06,Cubs take series,209,FALSE,FALSE,None
6046,2016-08-28,Trexler pleads guilty,209,TRUE,FALSE,Emergencies/risks
6054,2016-09-26,Drought disaster loans,211,TRUE,FALSE,Economic development
6055,2016-09-26,Residents welcome downtown,211,TRUE,TRUE,Civic information
6056,2016-09-26,Heritage School graduates,211,TRUE,FALSE,Civic information
6057,2016-09-26,Community calls for,211,TRUE,TRUE,Emergencies/risks
6058,2016-09-26,"County, school system",211,TRUE,TRUE,Political life
6059,2016-09-26,Longtime WGTC administrator,211,TRUE,FALSE,Education
6060,2016-09-20,Coweta schools have,211,TRUE,TRUE,Education
6061,2016-09-20,Trampoline park injuries,211,TRUE,TRUE,Emergencies/risks
6062,2016-09-20,Local judges nominated,211,TRUE,TRUE,Civic information
6063,2016-09-20,Historic home damaged,211,TRUE,TRUE,Emergencies/risks
6064,2016-09-20,They came here,211,TRUE,TRUE,Education
6065,2016-09-20,Hawks get football,211,TRUE,FALSE,None
6066,2016-09-20,Lady Cougars ready,211,TRUE,TRUE,None
6067,2016-09-20,​Summer Hill to,211,TRUE,TRUE,None
6068,2016-09-20,Ellen Wilson’s birthday,211,TRUE,TRUE,Civic information
6069,2016-07-27,UWG to study upping,211,TRUE,TRUE,Education
6070,2016-07-27,Piedmont and United,211,TRUE,FALSE,Health
6071,2016-07-27,Local real estate,211,TRUE,TRUE,Economic development
6072,2016-07-27,UWG Newnan enrollment,211,TRUE,TRUE,Education
6073,2016-08-02,Tire maker to,211,TRUE,TRUE,Economic development
6074,2016-08-02,Flashback Friday: October,211,TRUE,TRUE,None
6075,2016-08-02,Bond refi to,211,TRUE,TRUE,Political life
6076,2016-08-02,Renovated seniors home,211,TRUE,TRUE,Civic information
6077,2016-08-02,Gov. Deal vows,211,TRUE,TRUE,Emergencies/risks
6078,2016-08-02,Man charged with,211,TRUE,TRUE,Emergencies/risks
6079,2016-08-02,Coweta schools' Chromebook,211,TRUE,TRUE,Education
6080,2016-08-02,Two victims identified,211,TRUE,TRUE,Emergencies/risks
6081,2016-08-02,Capital punishment not,211,TRUE,FALSE,Emergencies/risks
6082,2016-08-02,Eastwood’s 'Sully' explores,211,TRUE,FALSE,None
6083,2016-08-02,Overly familiar 'Morgan',211,TRUE,FALSE,None
6084,2016-08-02,‘Lo and Behold’,211,TRUE,FALSE,None
6085,2016-08-02,Newnan wins volleyball,211,TRUE,TRUE,None
6086,2016-08-02,"Indians, Pardue face",211,TRUE,FALSE,None
6087,2016-08-02,Cougars get back,211,TRUE,TRUE,None
6088,2016-09-09,No one injured,211,TRUE,TRUE,Emergencies/risks
6089,2016-09-09,"""Blair Witch"" movie",211,TRUE,TRUE,None
6090,2016-09-09,Gov. Deal: conserve,211,TRUE,TRUE,Economic development
6091,2016-09-09,Senoia police chief,211,TRUE,FALSE,Political life
6092,2016-09-09,Fed likely to,211,FALSE,FALSE,Political life
6093,2016-09-09,Colonial Pipeline expects,211,TRUE,FALSE,Economic development
6094,2016-09-09,Lady Vikings roll,211,TRUE,FALSE,None
6095,2016-09-09,Local cross country,211,TRUE,TRUE,None
6096,2016-09-09,Northgate captures Silver,211,TRUE,FALSE,None
6097,2016-09-09,Keep up the,211,TRUE,TRUE,Education
6098,2016-08-06,Foster Care bus,211,TRUE,TRUE,Civic information
6099,2016-08-06,Newnan Crossing without,211,TRUE,TRUE,Education
6100,2016-08-28,Ferguson sails past,211,TRUE,TRUE,Political life
6101,2016-08-28,Local veterans club,211,TRUE,TRUE,Civic information
6102,2016-08-28,Live election results,211,TRUE,TRUE,Political life
6103,2016-08-28,Postcard from Cleveland,211,TRUE,FALSE,Political life
6104,2016-08-28,"Masons, Grantville residents",211,TRUE,TRUE,Civic information
6105,2016-08-28,Grantville council meeting,211,TRUE,FALSE,Political life
6106,2016-08-28,Prayers for world,211,TRUE,FALSE,Civic information
6107,2016-08-28,College students need,211,TRUE,TRUE,Civic information
6108,2016-08-28,High schools officially,211,TRUE,TRUE,Civic information
6109,2016-08-28,Hendricks looks to,211,TRUE,FALSE,None
6110,2016-08-28,Senoia teens do,211,TRUE,TRUE,None
6118,2016-09-26,If Rihanna Ruled,213,TRUE,FALSE,None
6119,2016-09-26,Grand Rapids Man,213,TRUE,TRUE,Emergencies/risks
6120,2016-09-26,Korryn Gaines Fatally,213,FALSE,FALSE,Emergencies/risks
6121,2016-09-26,Miss Teen USA,213,FALSE,FALSE,None
6122,2016-09-26,Kanye West Goes,213,FALSE,FALSE,None
6123,2016-09-26,Usher Performs ‘Crash’,213,FALSE,FALSE,None
6124,2016-09-26,Beyonce’s Beyhive Targeted,213,FALSE,FALSE,None
6126,2016-07-27,Nicki Minaj’s Brother,213,FALSE,FALSE,Emergencies/risks
6127,2016-07-27,Two Western Michigan,213,FALSE,FALSE,Emergencies/risks
6128,2016-07-27,2016 MTV Video,213,FALSE,FALSE,None
6129,2016-07-27,Ice Cube on,213,FALSE,FALSE,Political life
6130,2016-08-02,Michigan Lands In,213,TRUE,FALSE,Education
6131,2016-08-02,Chris Brown Believes,213,FALSE,FALSE,None
6132,2016-08-02,Drake’s Tour Bus,213,FALSE,FALSE,Emergencies/risks
6133,2016-08-02,Q-Tip Teams,213,FALSE,FALSE,None
6134,2016-09-09,Kanye West Finally,213,FALSE,FALSE,None
6135,2016-09-09,Usher Performs Songs,213,FALSE,FALSE,None
6136,2016-08-06,Michigan Bill Would,213,FALSE,FALSE,Political life
6137,2016-08-06,Northern Michigan University,213,FALSE,FALSE,Education
6138,2016-08-06,Six Injured in,213,TRUE,FALSE,Emergencies/risks
6139,2016-08-06,Amway Lands Naming,213,TRUE,FALSE,Transportation systems
6140,2016-08-06,ArtPrize Artist Helps,213,TRUE,FALSE,Civic information
6141,2016-08-06,Drake Releases ‘Please,213,FALSE,FALSE,None
6142,2016-08-06,"Beyonce, Nicki Minaj and",213,FALSE,FALSE,None
6143,2016-08-06,Swizz Beatz Named,213,FALSE,FALSE,Emergencies/risks
6144,2016-08-28,Grand Rapids Ranks,213,TRUE,TRUE,None
6145,2016-08-28,Ed Hartwell Files,213,FALSE,FALSE,None
6146,2016-08-28,Toni Braxton Announces,213,FALSE,FALSE,None
6147,2016-08-28,Dr. Dre Detained,213,FALSE,FALSE,None
6148,2016-08-28,Justin Timberlake Slapped,213,FALSE,FALSE,None
6155,NA,lipoid proteinosis,214,FALSE,FALSE,None
6156,NA,schizophrenia,214,FALSE,FALSE,None
6157,NA,vibratory urticaria,214,FALSE,FALSE,None
6158,2016-09-26,Man accused of,215,TRUE,TRUE,Emergencies/risks
6159,2016-09-26,Construction underway on,215,TRUE,TRUE,Transportation systems
6160,2016-09-26,Bowie County Sheriff’s,215,TRUE,TRUE,Emergencies/risks
6161,2016-09-26,A&M-Texarkana professors,215,TRUE,TRUE,Civic information
6162,2016-09-26,UofA Hope-Texarkana,215,TRUE,TRUE,Health
6165,2016-08-02,Main Street Texarkana,215,TRUE,TRUE,Civic information
6166,2016-08-02,City of Red,215,TRUE,TRUE,Transportation systems
6167,2016-08-02,The NRA Foundation,215,TRUE,TRUE,Civic information
6168,2016-08-02,Alzheimer’s Alliance Tri-State,215,TRUE,TRUE,Civic information
6169,2016-08-02,Former FCI guard,215,TRUE,TRUE,Emergencies/risks
6170,2016-09-09,Three people extricated,215,TRUE,TRUE,Emergencies/risks
6171,2016-08-06,Reports of creepy,215,TRUE,TRUE,Emergencies/risks
6172,2016-08-06,Police seek to,215,TRUE,FALSE,Emergencies/risks
6173,2016-08-06,38th Leadership Texarkana,215,TRUE,TRUE,Civic information
6174,2016-08-06,TC Trustees approve,215,TRUE,TRUE,Education
6175,2016-08-28,Jury chosen in,215,TRUE,TRUE,Emergencies/risks
6176,2016-08-28,Missouri girl finds,215,TRUE,FALSE,None
6177,2016-09-26,Central New York,216,TRUE,FALSE,Civic information
6178,2016-09-26,Central New York,216,TRUE,FALSE,Civic information
6179,2016-09-26,Central New York,216,TRUE,FALSE,Political life
6180,2016-09-26,Movie Review: Nola,216,TRUE,FALSE,None
6181,2016-09-26,The Doula Digest,216,TRUE,FALSE,Health
6182,2016-09-26,Poetry Corner- August,216,FALSE,FALSE,Civic information
6183,2016-09-26,2016 Will Be,216,TRUE,FALSE,None
6184,2016-09-26,NASA Update,216,TRUE,FALSE,None
6185,2016-09-26,Body Scanning Through,216,TRUE,FALSE,Civic information
6186,2016-09-26,Utica Celebrates 26,216,TRUE,TRUE,Political life
6187,2016-09-26,Voices of Polonia,216,TRUE,FALSE,Civic information
6188,2016-09-26,Dispelling Myths and,216,TRUE,FALSE,Civic information
6189,2016-09-26,Horoscopes By Jenny,216,TRUE,FALSE,None
6190,2016-09-26,August Almanac,216,TRUE,FALSE,None
6193,2016-08-02,Hamilton College Announces,216,FALSE,FALSE,Civic information
6204,2016-09-26,Texas allows students,218,TRUE,FALSE,Political life
6205,2016-09-26,Putin is accused,218,TRUE,FALSE,Political life
6206,2016-09-26,Obama first spoke,218,TRUE,FALSE,Political life
6207,2016-09-26,Warren Buffett criticized,218,TRUE,FALSE,Political life
6208,2016-09-26,US Secretary of,218,TRUE,FALSE,Political life
6209,2016-09-26,The United States,218,TRUE,FALSE,Political life
6210,2016-09-26,FBI agents have,218,TRUE,FALSE,Emergencies/risks
6211,2016-09-26,China built an,218,TRUE,FALSE,None
6212,2016-09-26,"Japan ""deeply concerned""",218,TRUE,FALSE,Political life
6213,2016-09-26,Many Chinese generals,218,TRUE,FALSE,Political life
6214,2016-09-26,The Vietnam Airlines,218,TRUE,FALSE,Transportation systems
6215,2016-09-26,VN inspects Mobifone,218,TRUE,FALSE,Economic development
6216,2016-09-26,Do not accept,218,TRUE,FALSE,Political life
6219,2016-08-02,The uprising has,218,TRUE,FALSE,Political life
6220,2016-08-02,Mr Obama said,218,TRUE,FALSE,Political life
6221,2016-08-02,The Donald Trump,218,TRUE,FALSE,Political life
6222,2016-08-02,Hillary Clinton takes,218,TRUE,FALSE,Political life
6223,2016-08-02,The US pays,218,TRUE,FALSE,Economic development
6224,2016-08-02,Obama administration and,218,TRUE,FALSE,Political life
6225,2016-08-02,A large victory,218,TRUE,FALSE,Emergencies/risks
6226,2016-08-02,China urges Asean,218,TRUE,FALSE,Environment/planning
6227,2016-08-02,Korea denies North,218,TRUE,FALSE,Emergencies/risks
6228,2016-08-02,Why did China,218,TRUE,FALSE,Political life
6229,2016-08-02,"
Launched a second",218,TRUE,FALSE,Civic information
6230,2016-08-02,A plane crash,218,TRUE,FALSE,Transportation systems
6231,2016-08-02,Kennesaw University warned,218,TRUE,TRUE,Political life
6232,2016-08-02,Chinese restaurant at,218,TRUE,FALSE,Health
6233,2016-08-02,Vietnamese PM to,218,TRUE,FALSE,Political life
6234,2016-08-02,Two dishonest policemen,218,TRUE,FALSE,Emergencies/risks
6235,2016-08-02,Confucian Temple was,218,TRUE,FALSE,Emergencies/risks
6236,2016-09-09,"
Mr. Trump, Clinton",218,TRUE,FALSE,Political life
6237,2016-09-09,President Obama tacitly,218,TRUE,FALSE,Political life
6238,2016-09-09,"
Disclosed the first",218,TRUE,FALSE,Political life
6239,2016-09-09,The US government i,218,TRUE,FALSE,Political life
6240,2016-09-09,"
Donald Trump's son",218,TRUE,FALSE,Political life
6241,2016-09-09,U2 spy plane,218,TRUE,FALSE,Transportation systems
6242,2016-09-09,The threat from,218,TRUE,FALSE,None
6243,2016-09-09,US-China relations,218,TRUE,FALSE,Political life
6244,2016-09-09,Taiwan builds four,218,TRUE,FALSE,Political life
6245,2016-09-09,Ward vice-chairman,218,TRUE,FALSE,Health
6246,2016-09-09,Georgia Governor warns,218,TRUE,FALSE,Political life
6247,2016-09-09,Atlanta will receive,218,TRUE,FALSE,Economic development
6248,2016-09-09,Norcross Announces Director,218,TRUE,FALSE,Education
6249,2016-09-09,The director of,218,TRUE,FALSE,None
6250,2016-09-09,"
The director of",218,TRUE,FALSE,Emergencies/risks
6251,2016-09-09,The UN halted,218,TRUE,FALSE,Political life
6252,2016-09-09,"
Angelina Jolie, Brad",218,TRUE,FALSE,None
6253,2016-08-06,Hong Kong runner,218,TRUE,FALSE,None
6254,2016-08-06,Trump threatened to,218,TRUE,FALSE,Political life
6255,2016-08-06,The New York,218,TRUE,FALSE,Political life
6256,2016-08-06,"The ""century debate""",218,TRUE,FALSE,Political life
6257,2016-08-06,"Mr. Trump, Clinton
",218,TRUE,FALSE,Political life
6258,2016-08-06,Opening of the,218,TRUE,FALSE,None
6259,2016-08-06,"
Destroying the US",218,TRUE,FALSE,Political life
6260,2016-08-06,"
India put 100",218,TRUE,FALSE,Emergencies/risks
6261,2016-08-06,China deploys 40,218,TRUE,FALSE,Emergencies/risks
6262,2016-08-06,South Korean prosecutors,218,TRUE,FALSE,Emergencies/risks
6263,2016-08-06,Fukushima nuclear power,218,TRUE,FALSE,Civic information
6264,2016-08-06,77% of Vietnamese,218,TRUE,FALSE,Health
6265,2016-08-06,After 2 cases,218,TRUE,FALSE,Health
6266,2016-08-06,Vietnam wants to,218,TRUE,FALSE,Political life
6267,2016-08-28,Delirious withdrawal of,218,TRUE,FALSE,Political life
6268,2016-08-28,The US has,218,TRUE,FALSE,Emergencies/risks
6269,2016-08-28,America does not,218,TRUE,FALSE,Emergencies/risks
6270,2016-08-28,The Obama administration,218,TRUE,FALSE,Emergencies/risks
6271,2016-08-28,"
China prepares three",218,TRUE,FALSE,Emergencies/risks
6272,2016-08-28,Hillary Clinton is,218,TRUE,FALSE,Political life
6273,2016-08-28,"
US intelligence has",218,TRUE,FALSE,Emergencies/risks
6274,2016-08-28,"1,000 special agents",218,TRUE,FALSE,Emergencies/risks
